Date,Currency,Mean,Buy,Sell
7/22/2019,EURO,115.9661,115.8422222,116.09
7/22/2019,USHS,35.7986,35.71543797,35.88168741
7/22/2019,TSHS,22.2833,22.2132602,22.35332148
7/22/2019,RWF,8.8689,8.846955961,8.89074608
7/22/2019,BIF,17.8168,17.69269237,17.9408437
7/22/2019,US DOLLAR,103.2167,103.1166667,103.3166667
7/23/2019,US DOLLAR,103.6139,103.5138889,103.7138889
7/23/2019,STG POUND,129.3267,129.1866667,129.4666667
7/23/2019,EURO,116.2614,116.1361111,116.3866667
7/23/2019,USHS,35.7436,35.63939256,35.8477499
7/23/2019,TSHS,22.1979,22.12818384,22.26754327
7/23/2019,RWF,8.8349,8.813072288,8.856628901
7/23/2019,BIF,17.7496,17.62714733,17.87199785
7/24/2019,US DOLLAR,103.7628,103.6627778,103.8627778
7/24/2019,STG POUND,129.0964,128.9544444,129.2383333
7/24/2019,EURO,115.7575,115.6322222,115.8827778
7/24/2019,USHS,35.6102,35.52764599,35.69265728
7/24/2019,TSHS,22.166,22.09646275,22.23556082
7/24/2019,RWF,8.6807,8.590372981,8.77093996
7/24/2019,BIF,17.8037,17.6660979,17.94134828
7/25/2019,US DOLLAR,104.025,103.925,104.125
7/25/2019,STG POUND,129.9147,129.7711111,130.0583333
7/25/2019,EURO,115.9603,115.8361111,116.0844444
7/25/2019,USHS,35.5204,35.43817527,35.60259803
7/25/2019,TSHS,22.1294,22.06002401,22.19870099
7/25/2019,RWF,8.8035,8.785402161,8.821593457
7/25/2019,BIF,17.6813,17.56139256,17.80129901
7/26/2019,US DOLLAR,103.8,103.7,103.9
7/26/2019,STG POUND,129.7789,129.6383333,129.9194444
7/26/2019,EURO,115.9897,115.8627778,116.1166667
7/26/2019,USHS,35.5781,35.49566891,35.66055931
7/26/2019,TSHS,22.1484,22.07892204,22.21793635
7/26/2019,RWF,8.8234,8.80599615,8.840733848
7/26/2019,BIF,17.7197,17.59942252,17.83992285
7/29/2019,US DOLLAR,103.8194,103.7194444,103.9194444
7/29/2019,STG POUND,128.9525,128.8094444,129.0955556
7/29/2019,EURO,115.5606,115.4388889,115.6822222
7/29/2019,USHS,35.5907,35.50827297,35.67315675
7/29/2019,TSHS,22.1443,22.07479084,22.21377112
7/29/2019,RWF,8.8225,8.806007431,8.839076462
7/29/2019,BIF,17.7449,17.65328914,17.83657838
7/30/2019,US DOLLAR,104.0733,103.9733333,104.1733333
7/30/2019,STG POUND,127.7944,127.6555556,127.9333333
7/30/2019,EURO,115.81,115.6894444,115.9305556
7/30/2019,USHS,35.6,35.51772687,35.68222621
7/30/2019,TSHS,22.0999,22.03059004,22.16914593
7/30/2019,RWF,8.8015,8.785522847,8.817492626
7/30/2019,BIF,17.7027,17.6124728,17.79302385
7/31/2019,US DOLLAR,104.2097,104.1138889,104.3055556
7/31/2019,STG POUND,124.0189,120.0433333,127.9944444
7/31/2019,EURO,115.945,115.8172222,116.0727778
7/31/2019,USHS,35.5054,35.42476698,35.58603026
7/31/2019,TSHS,22.0613,21.9930759,22.12961234
7/31/2019,RWF,8.7992,8.776724261,8.821696219
7/31/2019,BIF,17.6808,17.59254328,17.76900296
8/1/2019,US DOLLAR,104.1722,104.0722222,104.2722222
8/1/2019,STG POUND,127.0936,126.9522222,127.235
8/1/2019,EURO,116.1092,115.9805556,116.2377778
8/1/2019,USHS,35.5182,35.43609143,35.60027759
8/1/2019,TSHS,22.0693,22.00010656,22.13847221
8/1/2019,RWF,8.8036,8.781964942,8.8252281
8/1/2019,BIF,17.6888,17.60152379,17.77611701
8/2/2019,US DOLLAR,103.2322,103.1322222,103.3322222
8/2/2019,STG POUND,124.9081,124.7711111,125.045
8/2/2019,EURO,113.9861,113.8594444,114.1127778
8/2/2019,USHS,35.8416,35.75844902,35.92475678
8/2/2019,TSHS,22.2702,22.20023871,22.34025361
8/2/2019,RWF,8.8846,8.863621437,8.905665758
8/2/2019,BIF,17.8513,17.76454586,17.93813767
8/5/2019,US DOLLAR,103.0056,102.9055556,103.1055556
8/5/2019,STG POUND,124.9489,124.8105556,125.0872222
8/5/2019,EURO,114.3194,114.1916667,114.4472222
8/5/2019,USHS,35.9205,35.83706019,36.00388706
8/5/2019,TSHS,22.3193,22.24904359,22.38946175
8/5/2019,RWF,8.9042,8.883107172,8.925281974
8/5/2019,BIF,17.8921,17.80650897,17.97764941
7/31/2019,STG POUND,126.8772,126.7356,127.0189
7/31/2019,EURO,115.945,115.8172,116.0728
7/31/2019,USHS,35.5054,35.4248,35.586
7/31/2019,TSHS,22.0613,21.9931,22.1296
7/31/2019,RWF,8.7992,8.7767,8.8217
7/31/2019,BIF,17.6808,17.5925,17.769
7/31/2019,US DOLLAR,104.2098,104.1139,104.3056
8/6/2019,US DOLLAR,103.2014,103.1055556,103.2972222
8/6/2019,STG POUND,125.5544,125.4205556,125.6883333
8/6/2019,EURO,115.4042,115.2822222,115.5261111
8/6/2019,USHS,35.7845,35.70279937,35.86615658
8/6/2019,TSHS,22.2769,22.20776078,22.34603157
8/6/2019,RWF,8.888,8.868002259,8.907969072
8/6/2019,BIF,17.8582,17.77366284,17.94277709
8/7/2019,US DOLLAR,103.2722,103.1722222,103.3722222
8/7/2019,STG POUND,125.7711,125.635,125.9072222
8/7/2019,EURO,115.4839,115.3561111,115.6116667
8/7/2019,USHS,35.7793,35.69624335,35.86236605
8/7/2019,TSHS,22.2519,22.18197453,22.32189974
8/7/2019,RWF,8.8824,8.86265169,8.90221302
8/7/2019,BIF,17.8465,17.76183157,17.93118303
8/8/2019,US DOLLAR,103.4375,103.3388889,103.5361111
8/8/2019,STG POUND,125.6631,125.5272222,125.7988889
8/8/2019,EURO,116.0458,115.9238889,116.1677778
8/8/2019,USHS,35.6545,35.57212996,35.73678834
8/8/2019,TSHS,22.226,22.15652081,22.29557551
8/8/2019,RWF,8.869,8.850197194,8.887855384
8/8/2019,BIF,17.8185,17.73468194,17.90226332
8/9/2019,US DOLLAR,103.3733,103.2761111,103.4705556
8/9/2019,STG POUND,125.4525,125.315,125.59
8/9/2019,EURO,115.8167,115.69,115.9433333
8/9/2019,USHS,35.7927,35.71064232,35.87470481
8/9/2019,TSHS,22.2495,22.18022304,22.31881095
8/9/2019,RWF,8.8752,8.85717676,8.893257987
8/9/2019,BIF,17.8306,17.74804426,17.91314545
8/13/2019,US DOLLAR,103.0667,102.9638889,103.1694444
8/13/2019,STG POUND,124.4333,124.2894444,124.5772222
8/13/2019,EURO,115.4222,115.2916667,115.5527778
8/13/2019,USHS,35.8798,35.79548208,35.96406507
8/13/2019,TSHS,22.306,22.23526561,22.37677719
8/13/2019,RWF,8.9024,8.884510379,8.92022543
8/13/2019,BIF,17.8837,17.79984384,17.96746432
8/14/2019,US DOLLAR,103.2533,103.1533333,103.3533333
8/14/2019,STG POUND,124.6797,124.5483333,124.8111111
8/14/2019,EURO,115.7172,115.59,115.8444444
8/14/2019,USHS,35.7859,35.70276721,35.86893298
8/14/2019,TSHS,22.2657,22.19570406,22.33568151
8/14/2019,RWF,8.8895,8.871160421,8.907748982
8/14/2019,BIF,17.853,17.77156034,17.93446649
8/15/2019,US DOLLAR,103.2633,103.1661111,103.3605556
8/15/2019,STG POUND,124.6828,124.5494444,124.8161111
8/15/2019,EURO,115.4392,115.3105556,115.5677778
8/15/2019,USHS,35.7824,35.70027251,35.86449038
8/15/2019,TSHS,22.2635,22.19415315,22.33291509
8/15/2019,RWF,8.8898,8.872896388,8.906645701
8/15/2019,BIF,17.8524,17.77254379,17.93224519
8/16/2019,US DOLLAR,103.3322,103.235,103.4294444
8/16/2019,STG POUND,125.3003,125.1672222,125.4333333
8/16/2019,EURO,115.1217,114.9961111,115.2472222
8/16/2019,USHS,35.7779,35.6958313,35.85993122
8/16/2019,TSHS,22.2777,22.23738136,22.3180123
8/16/2019,RWF,8.8838,8.86698662,8.900702281
8/16/2019,BIF,17.8405,17.76070644,17.92027898
8/19/2019,US DOLLAR,103.3817,103.2844444,103.4788889
8/19/2019,STG POUND,125.7539,125.6216667,125.8861111
8/19/2019,EURO,114.6572,114.5322222,114.7822222
8/19/2019,USHS,35.7414,35.65944744,35.82340032
8/19/2019,TSHS,22.2381,22.16877302,22.3073282
8/19/2019,RWF,8.8832,8.865199558,8.901253281
8/19/2019,BIF,17.8328,17.75395948,17.91170016
8/20/2019,US DOLLAR,103.2919,103.1905556,103.3933333
8/20/2019,STG POUND,125.1817,125.0422222,125.3211111
8/20/2019,EURO,114.6675,114.5433333,114.7916667
8/20/2019,USHS,35.7725,35.6889548,35.85599457
8/20/2019,TSHS,22.2574,22.18711716,22.32762473
8/20/2019,RWF,8.8917,8.874015088,8.909352169
8/20/2019,BIF,17.8483,17.76865046,17.92799729
8/21/2019,US DOLLAR,102.9694,102.8694444,103.0694444
8/21/2019,STG POUND,124.5494,124.41,124.6888889
8/21/2019,EURO,114.1219,113.9933333,114.2505556
8/21/2019,USHS,35.836,35.75259399,35.91931521
8/21/2019,TSHS,22.3513,22.31505188,22.38760025
8/21/2019,RWF,8.9208,8.904345075,8.937163071
8/21/2019,BIF,17.9042,17.82448727,17.98396025
8/22/2019,US DOLLAR,102.9611,102.8611111,103.0611111
8/22/2019,STG POUND,124.9358,124.7994444,125.0722222
8/22/2019,EURO,114.2647,114.1427778,114.3866667
8/22/2019,USHS,35.8389,35.75548488,35.92222522
8/22/2019,TSHS,22.3289,22.25863835,22.39913584
8/22/2019,RWF,8.9225,8.907035739,8.937887119
8/22/2019,BIF,17.9086,17.83175031,17.98541723
8/23/2019,US DOLLAR,103.0583,102.9583333,103.1583333
8/23/2019,STG POUND,125.8311,125.6905556,125.9716667
8/23/2019,EURO,114.2775,114.1516667,114.4033333
8/23/2019,USHS,35.805,35.7217869,35.88830433
8/23/2019,TSHS,22.3078,22.23766055,22.37798462
8/23/2019,RWF,8.9152,8.900909605,8.929447187
8/23/2019,BIF,17.9816,17.84286291,18.12033994
8/26/2019,US DOLLAR,103.1789,103.0788889,103.2788889
8/26/2019,STG POUND,126.3547,126.2161111,126.4933333
8/26/2019,EURO,114.2178,114.0944444,114.3411111
8/26/2019,USHS,35.7148,35.63167691,35.79782475
8/26/2019,TSHS,22.2818,22.21170294,22.35181253
8/26/2019,RWF,8.7651,8.674183172,8.855935583
8/26/2019,BIF,17.9635,17.82494002,18.10205776
8/27/2019,US DOLLAR,103.3228,103.2233333,103.4222222
8/27/2019,STG POUND,126.4331,126.2922222,126.5738889
8/27/2019,EURO,114.8789,114.75,115.0077778
8/27/2019,USHS,35.7134,35.63064031,35.79617012
8/27/2019,TSHS,22.2507,22.18091964,22.32053476
8/27/2019,RWF,8.8938,8.8811474,8.906523073
8/27/2019,BIF,17.8473,17.77238934,17.92230439
8/28/2019,US DOLLAR,103.4483,103.3483333,103.5483333
8/28/2019,STG POUND,127.0747,126.9372222,127.2122222
8/28/2019,EURO,114.885,114.7622222,115.0077778
8/28/2019,USHS,35.6604,35.57758857,35.74319857
8/28/2019,TSHS,22.2237,22.15390558,22.29353803
8/28/2019,RWF,8.8838,8.871798999,8.895750617
8/28/2019,BIF,17.8285,17.75644224,17.90062733
8/29/2019,US DOLLAR,103.4839,103.3866667,103.5811111
8/29/2019,STG POUND,126.3725,126.2305556,126.5144444
8/29/2019,EURO,114.6767,114.55,114.8033333
8/29/2019,USHS,35.6337,35.52771312,35.73961826
8/29/2019,TSHS,22.2161,22.14689508,22.28527212
8/29/2019,RWF,8.8819,8.871446639,8.892452283
8/29/2019,BIF,17.8224,17.75082329,17.8939902
8/30/2019,US DOLLAR,103.55,103.45,103.65
8/30/2019,STG POUND,126.4022,126.2588889,126.5455556
8/30/2019,EURO,114.6297,114.505,114.7544444
8/30/2019,USHS,35.6447,35.56198746,35.72740454
8/30/2019,TSHS,22.1922,22.12252774,22.2619623
8/30/2019,RWF,8.8774,8.867806078,8.887008217
8/30/2019,BIF,17.8127,17.74240232,17.88303528
9/2/2019,US DOLLAR,103.5872,103.4872222,103.6872222
9/2/2019,STG POUND,126.3083,126.1688889,126.4477778
9/2/2019,EURO,114.3983,114.2727778,114.5238889
9/2/2019,USHS,35.6222,35.53957683,35.7048911
9/2/2019,TSHS,22.218,22.1820968,22.25395513
9/2/2019,RWF,8.8742,8.864622663,8.883811743
9/2/2019,BIF,17.8063,17.73603305,17.87660312
9/3/2019,US DOLLAR,103.6375,103.5389,103.7361
9/3/2019,STG POUND,125.2192,125.0778,125.3606
9/3/2019,EURO,113.7025,113.5778,113.8272
9/3/2019,USHS,35.5567,35.4746,35.6388
9/3/2019,TSHS,22.1832,22.1138,22.2525
9/3/2019,RWF,8.8833,8.8652,8.9014
9/3/2019,BIF,17.7994,17.731,17.8677
9/4/2019,US DOLLAR,103.825,103.725,103.925
9/4/2019,STG POUND,124.8642,124.73,124.9983333
9/4/2019,EURO,113.6039,113.4766667,113.7311111
9/4/2019,USHS,35.4925,35.41015155,35.57483731
9/4/2019,TSHS,22.1431,22.07361078,22.21258134
9/4/2019,RWF,8.868,8.850603801,8.885476018
9/4/2019,BIF,17.8706,17.73298051,18.00819475
9/5/2019,US DOLLAR,103.8211,103.7211111,103.9211111
9/5/2019,STG POUND,126.5322,126.3938889,126.6705556
9/5/2019,EURO,114.4161,114.2916667,114.5405556
9/5/2019,USHS,35.4457,35.36336323,35.52796495
9/5/2019,TSHS,22.1343,22.06481412,22.20377294
9/5/2019,RWF,8.8696,8.853375317,8.885809168
9/5/2019,BIF,17.7679,17.69948358,17.83629177
9/6/2019,US DOLLAR,103.8864,103.7877778,103.985
9/6/2019,STG POUND,128.2133,128.0777778,128.3488889
9/6/2019,EURO,114.9072,114.7805556,115.0338889
9/6/2019,USHS,35.4041,35.32240227,35.48587395
9/6/2019,TSHS,22.1637,22.11857479,22.20878074
9/6/2019,RWF,8.8649,8.849699476,8.880101489
9/6/2019,BIF,17.7598,17.69485984,17.82483487
9/9/2019,US DOLLAR,103.825,103.725,103.925
9/9/2019,STG POUND,127.8731,127.7311111,128.015
9/9/2019,EURO,114.6672,114.54,114.7944444
9/9/2019,USHS,35.3962,35.31392831,35.47842854
9/9/2019,TSHS,22.1431,22.07361078,22.21258134
9/9/2019,RWF,8.7306,8.640365648,8.820920704
9/9/2019,BIF,17.8795,17.74192928,18.01716076
9/10/2019,US DOLLAR,103.7283,103.6283333,103.8283333
9/10/2019,STG POUND,128.1786,128.0311111,128.3261111
9/10/2019,EURO,114.5772,114.4505556,114.7038889
9/10/2019,USHS,35.4581,35.37570027,35.54047317
9/10/2019,TSHS,22.1541,22.08453056,22.22365183
9/10/2019,RWF,8.8844,8.866866783,8.901905206
9/10/2019,BIF,17.7886,17.72493057,17.85226048
9/11/2019,US DOLLAR,103.665,103.565,103.765
9/11/2019,STG POUND,128.1978,128.0527778,128.3427778
9/11/2019,EURO,114.4456,114.3222222,114.5688889
9/11/2019,USHS,35.4026,35.32019467,35.48496114
9/11/2019,TSHS,22.1676,22.09800993,22.23724231
9/11/2019,RWF,8.891,8.874728473,8.907349008
9/11/2019,BIF,17.7995,17.73574905,17.86317771
9/12/2019,USHS,35.3159,35.23371484,35.39813525
9/12/2019,TSHS,22.1532,22.08364531,22.22269853
9/12/2019,RWF,8.8814,8.865093379,8.897659844
9/12/2019,BIF,17.7801,17.71649374,17.84374665
9/12/2019,US DOLLAR,103.7778,103.6777778,103.8777778
9/12/2019,STG POUND,127.9058,127.7683333,128.0433333
9/12/2019,EURO,114.22,114.0927778,114.3472222
9/13/2019,US DOLLAR,103.7889,103.6888889,103.8888889
9/13/2019,STG POUND,127.8994,127.7561111,128.0427778
9/13/2019,EURO,114.0436,113.9194444,114.1677778
9/13/2019,USHS,35.3121,35.22994652,35.39434205
9/13/2019,TSHS,22.1315,22.06203209,22.20102872
9/13/2019,RWF,8.8822,8.867668235,8.896706387
9/13/2019,BIF,17.7811,17.72037433,17.84183455
9/16/2019,US DOLLAR,103.7739,103.6738889,103.8738889
9/16/2019,STG POUND,129.2175,129.0705556,129.3644444
9/16/2019,EURO,115.0733,114.9488889,115.1977778
9/16/2019,USHS,35.3558,35.27354217,35.43804558
9/16/2019,TSHS,22.154,22.08447209,22.22353212
9/16/2019,RWF,8.8841,8.870121354,8.897993602
9/16/2019,BIF,17.7866,17.72870949,17.84441598
9/17/2019,US DOLLAR,103.7944,103.6944444,103.8944444
9/17/2019,STG POUND,129.2681,129.1316667,129.4044444
9/17/2019,EURO,114.4514,114.3272222,114.5755556
9/17/2019,USHS,35.3584,35.27618844,35.44066435
9/17/2019,TSHS,22.1496,22.08010267,22.21912671
9/17/2019,RWF,8.883,8.869839046,8.896229735
9/17/2019,BIF,17.7879,17.73492327,17.84087865
9/18/2019,US DOLLAR,103.86,103.7627778,103.9572222
9/18/2019,STG POUND,129.0431,128.8972222,129.1888889
9/18/2019,EURO,114.5206,114.3961111,114.645
9/18/2019,USHS,35.3168,35.23564714,35.39805004
9/18/2019,TSHS,22.126,22.05714958,22.19485686
9/18/2019,RWF,8.8786,8.866926033,8.890371092
9/18/2019,BIF,17.7788,17.728446,17.82912948
9/19/2019,US DOLLAR,103.9133,103.8133333,104.0133333
9/19/2019,STG POUND,129.67,129.5294444,129.8105556
9/19/2019,EURO,114.9219,114.7988889,115.045
9/19/2019,USHS,35.318,35.2358672,35.40007706
9/19/2019,TSHS,22.1146,22.04525061,22.18404829
9/19/2019,RWF,8.8747,8.863315601,8.886041613
9/19/2019,BIF,17.7723,17.72416998,17.82044696
9/20/2019,US DOLLAR,103.8319,103.7305556,103.9333333
9/20/2019,STG POUND,129.6694,129.53,129.8088889
9/20/2019,EURO,114.8764,114.7516667,115.0011111
9/20/2019,USHS,35.4034,35.32071841,35.48616876
9/20/2019,TSHS,22.132,22.06221937,22.20175133
9/20/2019,RWF,8.8816,8.870137909,8.893132742
9/20/2019,BIF,17.7862,17.7378127,17.83466781
9/23/2019,US DOLLAR,103.8319,103.7305556,103.9333333
9/23/2019,STG POUND,129.6961,129.5555556,129.8366667
9/23/2019,EURO,114.8867,114.7627778,115.0105556
9/23/2019,USHS,35.3938,35.31109686,35.4765284
9/23/2019,TSHS,22.1416,22.07184092,22.21139169
9/23/2019,RWF,8.8833,8.873563182,8.893132742
9/23/2019,BIF,17.7862,17.7378127,17.83466781
9/24/2019,US DOLLAR,103.8639,103.7638889,103.9638889
9/24/2019,STG POUND,128.9708,128.8316667,129.11
9/24/2019,EURO,114.1261,114.0038889,114.2483333
9/24/2019,USHS,35.3829,35.30071873,35.46513184
9/24/2019,TSHS,22.1348,22.06535389,22.20425646
9/24/2019,RWF,8.8813,8.872421086,8.890275893
9/24/2019,BIF,17.7808,17.73259946,17.82893856
9/25/2019,US DOLLAR,103.8283,103.7283333,103.9283333
9/25/2019,STG POUND,129.7233,129.3466667,130.1
9/25/2019,EURO,114.1903,114.0616667,114.3188889
9/25/2019,USHS,35.395,35.31279568,35.47728843
9/25/2019,TSHS,22.1328,22.06328079,22.20222697
9/25/2019,RWF,8.8903,8.877607967,8.903064094
9/25/2019,BIF,17.7869,17.73866607,17.83504989
9/26/2019,US DOLLAR,103.8617,103.7616667,103.9616667
9/26/2019,STG POUND,128.7089,128.5677778,128.85
9/26/2019,EURO,114.1444,114.0172222,114.2716667
9/26/2019,USHS,35.3837,35.3014733,35.46589139
9/26/2019,TSHS,22.1449,22.07544447,22.21436947
9/26/2019,RWF,8.8883,8.876425606,8.900203993
9/26/2019,BIF,17.7811,17.7329785,17.8293204
9/27/2019,US DOLLAR,103.8167,103.7166667,103.9166667
9/27/2019,STG POUND,128.1858,128.0416667,128.33
9/27/2019,EURO,113.6956,113.57,113.8211111
9/27/2019,USHS,35.4472,35.3648757,35.52948739
9/27/2019,TSHS,22.1545,22.08500401,22.22400771
9/27/2019,RWF,8.8933,8.882521251,8.904065563
9/27/2019,BIF,17.7958,17.75461107,17.83705608
9/30/2019,US DOLLAR,103.8856,103.7855556,103.9855556
9/30/2019,STG POUND,128.0061,127.8672222,128.145
9/30/2019,EURO,113.5386,113.4155556,113.6616667
9/30/2019,USHS,35.4718,35.3895306,35.55408053
9/30/2019,TSHS,22.1302,22.0607563,22.19962101
9/30/2019,RWF,8.8874,8.876636712,8.898155385
9/30/2019,BIF,17.784,17.7428489,17.82521653
10/1/2019,US DOLLAR,103.8572,103.7572222,103.9572222
10/1/2019,STG POUND,127.8492,127.7077778,127.9905556
10/1/2019,EURO,113.2639,113.1388889,113.3888889
10/1/2019,USHS,35.4622,35.37993726,35.54451363
10/1/2019,TSHS,22.1266,22.05714958,22.19604526
10/1/2019,RWF,8.7552,8.664910246,8.845456541
10/1/2019,BIF,17.7925,17.75489918,17.83008412
10/2/2019,US DOLLAR,103.8639,103.7694444,103.9583333
10/2/2019,STG POUND,126.9567,126.8138889,127.0994444
10/2/2019,EURO,113.2328,113.1105556,113.355
10/2/2019,USHS,35.4407,35.36032064,35.52105362
10/2/2019,TSHS,22.1252,22.05691383,22.19343095
10/2/2019,RWF,8.9065,8.883941964,8.929023423
10/2/2019,BIF,17.7923,17.75663327,17.82798405
10/3/2019,US DOLLAR,103.8617,103.7644444,103.9588889
10/3/2019,STG POUND,127.5383,127.4027778,127.6738889
10/3/2019,EURO,113.6256,113.4994444,113.7516667
10/3/2019,USHS,35.4414,35.36013168,35.52276524
10/3/2019,TSHS,22.1353,22.06641514,22.20413758
10/3/2019,RWF,8.9076,8.885651914,8.929453677
10/3/2019,BIF,17.7939,17.75894317,17.82884311
10/4/2019,US DOLLAR,103.8144,103.7144444,103.9144444
10/4/2019,STG POUND,128.4047,128.2672222,128.5422222
10/4/2019,EURO,113.7056,113.5816667,113.8294444
10/4/2019,USHS,35.4383,35.35600868,35.52060679
10/4/2019,TSHS,22.1357,22.0662297,22.20520018
10/4/2019,RWF,8.9127,8.89160121,8.933758504
10/4/2019,BIF,17.802,17.76653871,17.83743827
10/7/2019,US DOLLAR,103.8406,103.7405556,103.9405556
10/7/2019,STG POUND,127.6208,127.4788889,127.7627778
10/7/2019,EURO,113.8486,113.7255556,113.9716667
10/7/2019,USHS,35.4198,35.33750595,35.50202696
10/7/2019,TSHS,22.1398,22.07030728,22.20925064
10/7/2019,RWF,8.9111,8.890636528,8.93150991
10/7/2019,BIF,17.8004,17.76784808,17.83294865
10/8/2019,US DOLLAR,103.7956,103.6955556,103.8955556
10/8/2019,STG POUND,127.8536,127.7133333,127.9938889
10/8/2019,EURO,114.0964,113.9722222,114.2205556
10/8/2019,USHS,35.5507,35.46831219,35.63315689
10/8/2019,TSHS,22.159,22.08949158,22.22853224
10/8/2019,RWF,8.916,8.896540329,8.935385852
10/8/2019,BIF,17.8081,17.77554382,17.84068748
10/9/2019,US DOLLAR,103.7806,103.6833333,103.8777778
10/9/2019,STG POUND,126.7419,126.6027778,126.8811111
10/9/2019,EURO,113.9589,113.8355556,114.0822222
10/9/2019,USHS,35.604,35.52251578,35.6855811
10/9/2019,TSHS,22.1526,22.08364531,22.2215078
10/9/2019,RWF,8.9182,8.900017114,8.936439158
10/9/2019,BIF,17.8135,17.7842657,17.84279055
10/11/2019,US DOLLAR,103.7567,103.6566667,103.8566667
10/11/2019,STG POUND,126.7458,126.6088889,126.8827778
10/11/2019,EURO,113.915,113.79,114.04
10/11/2019,USHS,35.6122,35.5297365,35.69476155
10/11/2019,TSHS,22.1577,22.08813429,22.22722449
10/11/2019,RWF,8.7759,8.685528132,8.866289353
10/11/2019,BIF,17.9564,17.81859614,18.09415699
10/14/2019,US DOLLAR,103.7678,103.6677778,103.8677778
10/14/2019,STG POUND,131.4039,131.2627778,131.545
10/14/2019,EURO,114.7608,114.6355556,114.8861111
10/14/2019,USHS,35.6566,35.57407388,35.73916678
10/14/2019,TSHS,22.1649,22.09539907,22.23448838
10/14/2019,RWF,8.9223,8.906843102,8.937780088
10/14/2019,BIF,17.8179,17.79040661,17.84546789
10/15/2019,US DOLLAR,103.79,103.69,103.89
10/15/2019,STG POUND,130.6106,130.4644444,130.7566667
10/15/2019,EURO,114.4575,114.3316667,114.5833333
10/15/2019,USHS,35.5526,35.47020887,35.63506606
10/15/2019,TSHS,22.1602,22.09067283,22.22972321
10/15/2019,RWF,8.9204,8.905034171,8.935864596
10/15/2019,BIF,17.8141,17.78660121,17.84164336
10/16/2019,US DOLLAR,103.7,103.6,103.8
10/16/2019,STG POUND,131.1008,130.9605556,131.2411111
10/16/2019,EURO,114.0642,113.9438889,114.1844444
10/16/2019,USHS,35.6028,35.52023121,35.68532819
10/16/2019,TSHS,22.1794,22.10982659,22.24903475
10/16/2019,RWF,8.9291,8.914518304,8.943627413
10/16/2019,BIF,17.8296,17.80202312,17.85714286
10/17/2019,US DOLLAR,103.7139,103.6138889,103.8138889
10/17/2019,STG POUND,132.8567,132.71,133.0033333
10/17/2019,EURO,114.5108,114.3844444,114.6372222
10/17/2019,USHS,35.598,35.51547909,35.68054476
10/17/2019,TSHS,22.1861,22.11650122,22.2557036
10/17/2019,RWF,8.9292,8.915965001,8.942428568
10/17/2019,BIF,17.829,17.80330185,17.8547492
10/18/2019,US DOLLAR,103.7,103.6,103.8
10/18/2019,STG POUND,132.9181,132.775,133.0611111
10/18/2019,EURO,115.3658,115.2383333,115.4933333
10/18/2019,USHS,35.5835,35.50096339,35.66602317
10/18/2019,TSHS,22.1987,22.12909441,22.26833977
10/18/2019,RWF,8.9304,8.917119461,8.943627413
10/18/2019,BIF,17.8334,17.80973025,17.85714286
10/22/2019,US DOLLAR,103.7278,103.6277778,103.8277778
10/22/2019,STG POUND,133.5136,133.3666667,133.6605556
10/22/2019,EURO,115.5736,115.4483333,115.6988889
10/22/2019,USHS,35.5643,35.48183423,35.64681285
10/22/2019,TSHS,22.1928,22.12317406,22.26237066
10/22/2019,RWF,8.928,8.914733801,8.941230043
10/22/2019,BIF,17.8287,17.80496549,17.85235619
10/23/2019,US DOLLAR,103.5756,103.4755556,103.6755556
10/23/2019,STG POUND,133.8511,133.7055556,133.9966667
10/23/2019,EURO,115.3839,115.2711111,115.4966667
10/23/2019,USHS,35.6456,35.56286706,35.728245
10/23/2019,TSHS,22.2254,22.15565654,22.29512069
10/23/2019,RWF,8.9434,8.932423801,8.954383429
10/23/2019,BIF,17.8549,17.83110773,17.87861868
10/24/2019,US DOLLAR,103.5111,103.4111111,103.6111111
10/24/2019,STG POUND,133.4794,133.3327778,133.6261111
10/24/2019,EURO,115.1619,115.0377778,115.2861111
10/24/2019,USHS,35.8416,35.75871314,35.9245729
10/24/2019,TSHS,22.2199,22.15013405,22.28967444
10/24/2019,RWF,8.812,8.72136193,8.902621683
10/24/2019,BIF,18.0216,17.88341019,18.15975073
10/25/2019,US DOLLAR,103.2528,103.1527778,103.3527778
10/25/2019,STG POUND,132.6047,132.4583333,132.7511111
10/25/2019,EURO,114.7047,114.5788889,114.8305556
10/25/2019,USHS,36.0863,36.00290268,36.16965127
10/25/2019,TSHS,22.3046,22.23452576,22.37457924
10/25/2019,RWF,8.834,8.743161233,8.924917194
10/25/2019,BIF,18.0665,17.92791679,18.20503568
10/28/2019,US DOLLAR,103.5222,103.4222222,103.6222222
10/28/2019,STG POUND,132.3853,132.2411111,132.5294444
10/28/2019,EURO,114.6633,114.5383333,114.7883333
10/28/2019,USHS,35.9634,35.88033455,36.04641169
10/28/2019,TSHS,22.2465,22.17671027,22.31628706
10/28/2019,RWF,8.8145,8.723900922,8.905146111
10/28/2019,BIF,18.0251,17.88689685,18.16321444
10/29/2019,US DOLLAR,103.5567,103.4566667,103.6566667
10/29/2019,STG POUND,132.9703,132.8255556,133.115
10/29/2019,EURO,114.8694,114.7444444,114.9944444
10/29/2019,USHS,35.7776,35.69476155,35.86042465
10/29/2019,TSHS,22.2488,22.17898833,22.31852305
10/29/2019,RWF,8.8141,8.723510306,8.904694397
